slug,kind,without,with_role,allowance,note
c-6010,名称独占（技能検定）,1級水産練り製品製造技能士を名乗れない。,国家検定に合格した1級水産練り製品製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6005,名称独占（技能検定）,1級菓子製造技能士を名乗れない。,国家検定に合格した1級菓子製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6014,名称独占（技能検定）,1級酒造技能士を名乗れない。,国家検定に合格した1級酒造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6013,名称独占（技能検定）,2級みそ製造技能士を名乗れない。,国家検定に合格した2級みそ製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6009,名称独占（技能検定）,2級ハム・ソーセージ・ベーコン製造技能士を名乗れない。,国家検定に合格した2級ハム・ソーセージ・ベーコン製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6003,名称独占（技能検定）,2級パン製造技能士を名乗れない。,国家検定に合格した2級パン製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6011,名称独占（技能検定）,2級水産練り製品製造技能士を名乗れない。,国家検定に合格した2級水産練り製品製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6006,名称独占（技能検定）,2級菓子製造技能士を名乗れない。,国家検定に合格した2級菓子製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6015,名称独占（技能検定）,2級酒造技能士を名乗れない。,国家検定に合格した2級酒造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6001,名称独占（技能検定）,特級パン製造技能士を名乗れない。,国家検定に合格した特級パン製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
