slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-7105,7105,第一種冷凍空調技士,第一種冷凍空調技士,設備・内装工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),公益社団法人 日本冷凍空調学会,https://www.jsrae.or.jp/site/certificate/shikaku.php,実務4年以上、または工学・理学系卒で実務2年以上 等,学科筆記(理論＋技術・マークシート＋記述),"10,000円(別途登録料7,000円)",,年1回(2月),,,2026-06-18,published
c-7106,7106,第二種冷凍空調技士,第二種冷凍空調技士,設備・内装工事,建築・設備,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),公益社団法人 日本冷凍空調学会,https://www.jsrae.or.jp/site/certificate/shikaku.php,受験は学歴・実務不問(認証には実務2年以上),学科筆記(理論＋技術・マークシート),"10,000円(別途登録料5,000円)",,年1回(2月),,,2026-06-18,published
c-7107,7107,1級配管技能士,１級配管技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7108,7108,2級配管技能士,２級配管技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7109,7109,3級配管技能士,３級配管技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7110,7110,1級管工事施工管理技士,１級管工事施工管理技士,設備・内装工事,建築・設備,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター,https://www.jctc.jp/exam/kankouji-1/,第一次は受検年度末に19歳以上・学歴不問/第二次は第一次合格後の所定実務経験(令和10年度まで経過措置),第一次検定=マークシート/第二次検定=記述式(第一次合格で技士補),,,年1回(第一次7月頃・第二次10〜11月頃),,,2026-06-18,published
c-7111,7111,2級管工事施工管理技士,２級管工事施工管理技士,設備・内装工事,建築・設備,domestic,0,0,国家,high,施工管理技士(国家資格),一般財団法人 全国建設研修センター,https://www.jctc.jp/exam/guide/kkj-2/,第一次は受検年度末に17歳以上・学歴不問/第二次は第一次合格後の所定実務経験(経過措置あり),第一次検定=マークシート/第二次検定=記述式(第一次合格で技士補),,,第一次は年2回(前期・後期)/第二次は年1回,,,2026-06-18,published
c-7113,7113,1級厨房設備施工技能士,１級厨房設備施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7114,7114,2級厨房設備施工技能士,２級厨房設備施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7115,7115,1級内装仕上げ施工技能士,１級内装仕上げ施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7116,7116,2級内装仕上げ施工技能士,２級内装仕上げ施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7117,7117,3級内装仕上げ施工技能士,３級内装仕上げ施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7118,7118,1級熱絶縁施工技能士,１級熱絶縁施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7119,7119,2級熱絶縁施工技能士,２級熱絶縁施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7120,7120,1級カーテンウォール施工技能士,１級カーテンウォール施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7121,7121,2級カーテンウォール施工技能士,２級カーテンウォール施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7122,7122,1級サッシ施工技能士,１級サッシ施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7123,7123,2級サッシ施工技能士,２級サッシ施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7124,7124,1級自動ドア施工技能士,１級自動ドア施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-7125,7125,2級自動ドア施工技能士,２級自動ドア施工技能士,設備・内装工事,建築・設備,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
